project_type,budget,planned_duration_days,worker_count,task_count,location_type,has_subcontractors,snapshot_progress_pct,actual_cost_at_snapshot,cpi,spi,delayed_task_count,delayed_task_ratio,labour_ratio,material_ratio,months_elapsed,budget_used_pct,schedule_efficiency,overrun_pct
2,452754662.14,652,106,83,0,1,65.49,289891602.76,1.0228,0.8584,14,0.1704,0.3236,0.5294,14,64.03,4.6776,55.33
2,68137536.0,377,94,48,0,1,36.38,29444824.3,0.8419,0.9576,13,0.2635,0.2151,0.647,4,43.21,9.0952,73.5356
0,6258239.44,120,12,15,0,0,25.85,1817238.48,0.8903,0.6923,6,0.4011,0.3488,0.4494,1,29.04,25.8527,35.7215
0,11861724.0,70,16,12,0,1,46.34,5193817.68,1.0582,0.6245,2,0.1419,0.3485,0.4045,1,43.79,46.3354,8.9031
0,30904004.03,1586,20,158,0,1,76.85,31934246.64,0.7437,0.7812,55,0.3463,0.44,0.5661,40,103.33,1.9212,27.6082
1,67276012.33,221,39,25,0,1,34.97,29888155.47,0.7872,0.4412,10,0.3887,0.2518,0.4495,2,44.43,17.487,69.3138
2,44450172.5,640,20,65,2,1,81.29,52180460.33,0.6924,0.8974,10,0.1504,0.2832,0.6334,17,117.39,4.7815,70.9372
1,106082207.56,1428,35,142,0,1,47.79,94105154.23,0.5387,0.8178,30,0.2128,0.4046,0.5538,22,88.71,2.1722,38.5682
1,149565662.0,3226,49,321,0,1,49.07,83001695.37,0.8842,0.9358,31,0.0954,0.2289,0.3469,52,55.5,0.9436,20.3475
1,35345467.51,1505,11,150,1,1,62.81,37233103.14,0.5962,0.8385,34,0.2256,0.3214,0.4855,31,105.34,2.026,67.0589
0,21865296.04,42,9,5,0,0,64.12,19737666.25,0.7103,0.5178,0,0.015,0.4469,0.5272,1,90.27,64.1153,67.533
2,28062983.26,2345,20,237,1,1,84.0,67350378.7,0.35,0.4721,154,0.65,0.2471,0.513,65,240.0,1.2923,168.2839
2,877554316.75,852,60,106,0,1,48.23,607724418.66,0.6964,1.081,8,0.0752,0.2065,0.645,13,69.25,3.7098,84.3616
1,155071022.29,1405,51,143,0,1,46.09,204188966.57,0.35,0.5973,64,0.4506,0.3201,0.5036,21,131.67,2.1946,125.4427
1,119086260.94,186,32,28,1,1,51.84,46373062.3,1.3312,0.6841,13,0.4561,0.2433,0.4493,3,38.94,17.2793,46.7756
2,35459048576.0,994,500,100,0,1,59.91,35426565073.03,0.5996,0.7099,45,0.4523,0.1991,0.5614,19,99.91,3.153,102.9705
1,52620114.59,569,17,59,2,1,62.38,39917540.24,0.8223,0.7688,23,0.3853,0.2297,0.4201,11,75.86,5.6712,41.5048
1,90583070.31,1473,30,150,0,1,45.74,47139518.67,0.879,0.8939,38,0.2563,0.2372,0.5428,22,52.04,2.0792,-4.7428
1,145815855.01,2958,48,293,1,1,73.27,180253567.34,0.5927,0.899,30,0.1022,0.3327,0.5768,72,123.62,1.0176,51.6452
2,153917535.93,673,95,89,0,1,73.86,134815225.62,0.8432,0.7891,8,0.0879,0.2723,0.5952,16,87.59,4.6161,59.8216
1,127412368.07,337,44,42,1,1,58.61,70503718.04,1.0592,1.1368,11,0.2619,0.2295,0.4853,6,55.34,9.7687,23.1718
1,51550598.71,699,17,71,1,1,67.09,42902767.5,0.8061,0.8519,9,0.1323,0.2179,0.6031,15,83.22,4.4726,35.7362
0,15614958.16,125,10,16,1,1,27.97,10893369.93,0.4009,0.9581,5,0.2855,0.3155,0.3456,1,69.76,27.9708,176.22
2,54415304.49,566,99,74,2,1,33.94,46175036.13,0.4,1.0398,22,0.2978,0.1615,0.5352,6,84.86,5.6571,187.7022
1,30101189.0,1036,10,101,0,1,48.67,12569991.46,1.1654,1.0291,4,0.0355,0.2696,0.5185,16,41.76,3.0416,-16.1568
2,518251028.52,472,110,56,1,1,32.03,144508180.91,1.1486,0.9033,17,0.2951,0.2097,0.5959,5,27.88,6.4053,47.8583
1,67495820.28,1726,22,171,1,1,33.06,39013539.79,0.5719,0.7424,60,0.3502,0.1997,0.549,19,57.8,1.74,63.9813
2,774900086.18,260,84,35,2,1,87.95,1325988212.48,0.5139,0.4347,4,0.1068,0.261,0.5611,7,171.12,12.5637,151.1547
1,27589756.89,918,10,94,0,1,33.48,14286422.84,0.6465,0.7125,37,0.3958,0.4157,0.5176,10,51.78,3.3475,68.9528
0,1977472.5,122,12,13,0,0,54.15,1089427.35,0.9829,1.1427,3,0.2018,0.3376,0.462,2,55.09,27.0762,15.0666
0,1998765.64,190,9,24,1,0,56.83,1717381.47,0.6614,1.0001,4,0.16,0.3456,0.3283,3,85.92,18.9428,60.5392
1,36114801.87,1320,12,136,0,1,64.51,27729166.56,0.8402,0.9059,24,0.1793,0.2953,0.4647,28,76.78,2.3041,25.8581
2,39321248.41,980,20,101,2,1,80.44,44274184.3,0.7144,0.8329,11,0.1136,0.2871,0.4694,26,112.6,3.0938,25.9727
1,174308425.55,286,33,37,1,1,36.03,68102803.85,0.9222,0.8204,11,0.3042,0.2438,0.4232,3,39.07,12.0106,46.8622
1,184593850.5,127,24,17,0,1,45.18,70309525.83,1.1863,0.8437,0,0.0167,0.394,0.5114,1,38.09,45.1832,12.8205
1,376452420.97,2579,125,260,0,1,82.39,372340791.0,0.833,0.9995,26,0.0984,0.2418,0.4379,70,98.91,1.177,15.2537
1,98523707.75,406,65,49,0,1,77.51,77382977.0,0.9869,0.9059,15,0.309,0.4028,0.5138,10,78.54,7.751,49.8908
1,767752737.03,1993,255,201,0,1,31.93,361385462.48,0.6783,0.7452,74,0.3693,0.2867,0.397,21,47.07,1.5204,39.4905
0,19690226.53,56,10,9,0,0,68.66,12524662.42,1.0794,0.8485,3,0.3456,0.4793,0.339,1,63.61,68.6603,13.8223
1,39450518.92,827,13,85,0,1,77.69,29985842.07,1.0221,0.9622,0,0.0,0.2905,0.5861,21,76.01,3.6994,2.4444
2,56003096.47,1237,20,121,0,1,58.9,27260856.4,1.2099,0.993,2,0.0184,0.2799,0.665,24,48.68,2.454,-20.0
2,35459048576.0,994,500,100,0,1,81.94,57275258785.59,0.5073,0.7616,33,0.3291,0.2125,0.5545,27,161.53,3.035,102.9705
0,11478574.03,185,8,22,2,1,84.56,11014801.96,0.8812,1.0952,6,0.2682,0.3633,0.5626,5,95.96,16.9113,37.1871
0,50878598.0,1529,33,156,0,1,33.57,23115463.08,0.7389,0.9335,15,0.0988,0.4052,0.3703,17,45.43,1.9748,14.4463
1,93044230.73,517,36,66,1,1,73.17,60918659.74,1.1176,0.9075,12,0.1773,0.3643,0.5415,12,65.47,6.0978,23.6078
1,62189627.0,1271,20,127,0,1,62.7,37155059.47,1.0495,0.9246,18,0.1387,0.3384,0.4436,26,59.74,2.4116,1.0136
0,6236778.89,183,11,23,2,1,74.57,3488502.3,1.3331,1.2006,2,0.0784,0.4289,0.5968,4,55.93,18.6421,-16.219
1,74465363.21,275,46,31,2,1,64.98,54627108.98,0.8858,1.0942,1,0.0375,0.1977,0.4575,5,73.36,12.9968,38.637
2,945492330.89,660,110,80,1,1,35.52,341508074.88,0.9835,1.1109,19,0.2355,0.1664,0.7159,7,36.12,5.0749,24.8733
1,72934672.06,1815,24,185,0,1,51.81,61677019.36,0.6127,0.9098,39,0.21,0.3144,0.4795,31,84.56,1.6714,53.6331
2,37770706.5,1267,20,129,0,1,49.42,43107158.14,0.433,0.6791,52,0.406,0.3012,0.72,20,114.13,2.471,109.7485
1,6647434.4,289,40,34,1,1,54.29,3388766.89,1.0649,1.1563,7,0.1913,0.3266,0.4244,5,50.98,10.857,31.8714
2,438260783.58,455,110,61,2,1,32.99,129828109.44,1.1138,0.9877,33,0.5398,0.1405,0.6011,5,29.62,6.5989,50.673
0,23984934.04,187,11,21,1,0,46.88,10058671.26,1.1178,0.5187,1,0.0588,0.316,0.4469,2,41.94,23.4391,16.1358
0,59754923.39,1459,39,143,0,1,66.29,42618843.16,0.9295,1.0072,0,0.0,0.2591,0.3908,32,71.32,2.0716,23.8285
0,10446347.83,154,10,24,1,0,42.83,6259121.7,0.7148,1.0092,5,0.2235,0.3362,0.3898,2,59.92,21.414,52.4786
1,197213269.7,149,40,20,2,1,78.84,155406719.52,1.0005,0.9191,9,0.4427,0.148,0.4459,3,78.8,26.2792,47.1223
1,57342125.87,2432,19,242,2,1,90.59,86883576.78,0.5979,0.8012,63,0.2615,0.2803,0.4887,73,151.52,1.241,71.8431
0,3157773.64,149,11,15,1,0,70.1,1827932.55,1.211,1.1179,6,0.4305,0.3984,0.2659,3,57.89,23.3677,-14.6804
1,58971553.34,332,56,42,0,1,82.23,38100026.11,1.2727,0.7273,7,0.1721,0.3095,0.5976,9,64.61,9.1365,12.2369
2,75875349.89,420,20,40,2,1,83.0,112016345.94,0.5622,0.7112,16,0.3998,0.2854,0.72,11,147.63,7.5455,74.0855
0,11229460.28,134,11,16,0,1,51.44,4769522.67,1.2111,0.9811,4,0.2299,0.3836,0.4409,2,42.47,25.7187,0.6209
1,78408544.3,3062,26,305,0,1,74.9,101314687.83,0.5796,0.8712,58,0.1911,0.2768,0.5536,76,129.21,0.9855,79.8898
2,710595889.57,697,51,86,0,1,66.36,406514560.95,1.16,0.9508,13,0.1542,0.2595,0.5231,15,57.21,4.424,32.6782
1,5326491.69,571,33,71,2,1,80.87,4019211.8,1.0718,1.1316,16,0.2238,0.242,0.6633,15,75.46,5.3916,0.7615
2,937952494.79,161,97,18,0,1,79.15,664595655.63,1.1171,0.9128,3,0.1799,0.3298,0.5585,4,70.86,19.7885,53.1313
1,62189627.0,1271,20,127,0,1,42.59,28371952.91,0.9336,0.9599,4,0.0279,0.3045,0.5998,18,45.62,2.3662,1.0136
1,58590140.0,1979,19,200,0,1,47.3,27521948.08,1.0069,0.7855,53,0.2644,0.2995,0.4676,31,46.97,1.5258,27.7108
0,28555410.6,91,5,9,0,1,60.02,14502267.55,1.1817,1.0939,2,0.2672,0.4316,0.3128,1,50.79,60.0155,8.2425
2,635109573.19,594,57,72,2,1,64.94,480937491.19,0.8575,1.2037,31,0.4289,0.4234,0.5266,12,75.73,5.4114,58.872
0,44136764.0,1472,29,145,0,1,63.67,22363853.29,1.2565,1.0316,0,0.0,0.3162,0.4495,31,50.67,2.0538,-15.2311
1,119182971.68,921,39,90,0,1,84.15,137555627.46,0.7291,0.931,21,0.2312,0.2788,0.4705,25,115.42,3.3659,34.7694
1,115508562.42,143,41,16,0,1,36.65,76002832.45,0.5571,0.9689,3,0.1605,0.3,0.4565,1,65.8,36.6533,104.073
2,368246383.31,614,99,74,0,1,91.8,263731001.66,1.2818,1.0616,13,0.1692,0.446,0.5172,18,71.62,5.0998,24.8227
2,175268932.5,1850,35,189,1,1,31.03,95748471.67,0.568,0.7687,56,0.2952,0.2482,0.535,19,54.63,1.6332,78.346
2,58990292.0,828,20,83,1,1,35.84,60410384.01,0.35,0.633,48,0.5829,0.3756,0.4337,9,102.41,3.9825,115.7901
0,19511753.15,106,8,13,1,0,76.87,11205239.58,1.3385,0.813,7,0.5437,0.2502,0.5591,2,57.43,38.4331,-3.6674
1,44771420.45,875,14,86,0,1,37.39,15851904.91,1.0561,1.1027,0,0.0,0.2221,0.4181,10,35.41,3.7394,-7.2076
1,94247033.42,909,31,91,0,1,80.98,61904215.57,1.2329,1.0482,0,0.0,0.3349,0.4422,24,65.68,3.3741,-19.7502
2,41932974.9,626,20,64,0,1,89.32,44625068.19,0.8393,0.9204,10,0.1569,0.1649,0.4805,18,106.42,4.9623,17.525
1,54418716.0,1092,18,110,0,1,52.0,32721551.45,0.8649,1.0222,0,0.0,0.2771,0.5707,18,60.13,2.8891,16.0301
1,172776350.98,90,39,16,1,1,36.08,63336003.15,0.9842,0.8809,3,0.1905,0.2744,0.4254,1,36.66,36.0798,45.8034
0,27225363.61,188,14,24,1,0,80.54,20897681.08,1.0493,0.899,12,0.4811,0.3607,0.5339,5,76.76,16.1077,30.9624
2,92713671.01,594,20,63,0,1,59.5,81703520.08,0.6752,0.8651,5,0.0868,0.3354,0.5225,11,88.12,5.4092,38.0011
2,52373824.46,2098,20,213,1,1,60.15,35224590.52,0.8943,1.0312,0,0.0,0.2097,0.5849,42,67.26,1.432,1.8239
1,54146248.18,1214,18,120,1,1,89.47,86010483.67,0.5632,0.7922,24,0.2013,0.3257,0.5792,36,158.85,2.4852,69.9287
0,80155733.22,1616,53,159,2,1,85.07,129354321.49,0.5272,0.8323,27,0.1695,0.2306,0.4878,45,161.38,1.8905,60.8281
1,126761052.08,1902,42,188,1,1,80.37,81464356.62,1.2506,1.057,0,0.0,0.273,0.6036,50,64.27,1.6074,-20.0
2,615558124.96,274,66,36,0,1,84.94,545635187.37,0.9583,0.6496,1,0.0284,0.2363,0.5061,7,88.64,12.1348,52.2115
1,170880103.75,287,49,38,1,1,48.74,95777944.36,0.8696,1.0581,12,0.3285,0.2299,0.5462,4,56.05,12.1848,42.8629
0,24193200.09,76,13,8,1,0,28.41,7039890.09,0.9763,1.106,5,0.5959,0.2827,0.4445,1,29.1,28.41,39.8783
1,198248415.29,575,24,69,1,1,75.56,129538532.01,1.1564,0.5908,17,0.2492,0.4132,0.624,14,65.34,5.3971,49.7873
0,8839569.24,41,8,10,0,0,43.86,4469915.73,0.8674,1.0663,2,0.2046,0.318,0.5032,1,50.57,43.8626,18.8231
1,32759566.92,1401,10,142,0,1,68.2,30361526.31,0.7359,0.8592,37,0.264,0.3222,0.4254,31,92.68,2.2,50.3582
1,88182678.22,448,31,57,1,1,54.32,48872259.72,0.9801,0.7643,9,0.1534,0.2076,0.7158,8,55.42,6.7895,51.3934
1,44771420.45,875,14,86,0,1,71.42,30180020.38,1.0595,1.0553,0,0.0,0.2675,0.3645,20,67.41,3.5711,-7.2076
1,27445168.03,1354,10,133,0,1,60.22,13602606.19,1.215,1.074,0,0.0,0.3232,0.535,27,49.56,2.2303,-20.0
1,169880054.51,1847,56,186,0,1,82.62,209975372.04,0.6684,0.7933,55,0.2935,0.3347,0.5062,50,123.6,1.6524,50.2524
2,52816501.61,2860,20,289,1,1,81.99,87746602.39,0.4935,0.7012,125,0.4324,0.3511,0.5618,78,166.13,1.0511,131.3488
0,11875944.43,149,9,17,0,0,53.5,13355242.11,0.4758,1.0475,11,0.65,0.3346,0.635,2,112.46,26.7516,126.9261
1,90583070.31,1473,30,150,0,1,38.42,32239588.13,1.0794,0.9983,0,0.0,0.3006,0.423,18,35.59,2.1343,-4.7428
0,7901705.6,191,10,23,1,1,75.37,4750415.6,1.2538,0.8376,0,0.0185,0.2578,0.4841,4,60.12,18.8435,-10.1553
1,77832104.62,518,42,68,2,1,42.89,29535483.49,1.1303,0.9224,19,0.2724,0.3512,0.5868,7,37.95,6.1275,29.5134
1,133709120.51,1786,44,180,1,1,72.54,141057956.47,0.6876,1.0091,0,0.0,0.2988,0.459,43,105.5,1.687,23.9233
1,52540275.83,1382,17,142,1,1,67.23,61005650.38,0.579,0.7969,37,0.2635,0.1956,0.5323,30,116.11,2.2411,63.8915
1,98418027.51,268,33,38,2,1,88.23,82869723.55,1.0479,0.9766,17,0.4351,0.292,0.4499,7,84.2,12.6046,41.628
1,98846727.24,2047,32,205,0,1,32.67,30804115.89,1.0483,1.197,0,0.0,0.2073,0.4788,22,31.16,1.4849,-19.026
2,473886279.59,594,101,79,2,1,77.34,468945060.86,0.7815,0.6469,31,0.3899,0.2138,0.5674,15,98.96,5.1557,92.3622
0,14777641.25,39,8,6,0,1,88.68,11377233.52,1.1518,1.1277,1,0.0922,0.4054,0.543,1,76.99,88.6793,2.535
2,352405582.74,493,71,63,1,1,70.92,340495211.26,0.734,0.8905,10,0.1563,0.227,0.666,11,96.62,6.4475,79.5388
2,206090411.74,814,108,101,2,1,91.61,180332784.26,1.0469,0.6597,8,0.0827,0.3299,0.5155,24,87.5,3.8169,51.2169
1,74267504.86,140,21,18,1,1,34.01,26725685.2,0.9452,1.0236,2,0.0847,0.3486,0.5737,1,35.99,34.0146,28.6491
1,46387334.52,947,15,94,0,1,65.2,29051895.61,1.0411,1.0536,0,0.0,0.3124,0.3988,20,62.63,3.26,-4.9082
1,32128671.0,2063,10,208,1,1,33.29,13299954.51,0.8043,0.9972,0,0.0,0.3414,0.3981,22,41.4,1.5134,24.4326
1,104884423.44,549,46,69,0,1,57.22,46776338.25,1.2831,1.0736,38,0.5453,0.3216,0.4775,10,44.6,5.7222,41.5677
2,520465016.29,289,110,39,1,1,81.87,408384584.54,1.0434,1.1027,2,0.0449,0.3167,0.549,7,78.47,11.696,18.5867
2,503291048.11,846,45,108,2,1,60.61,317538077.99,0.9606,0.8061,10,0.0882,0.3488,0.593,17,63.09,3.565,55.1616
0,927458.96,116,14,13,0,0,70.44,576084.07,1.1341,1.1738,3,0.2345,0.286,0.471,2,62.11,35.2222,-0.7234
1,43686267.0,1997,14,198,0,1,42.06,25855841.92,0.7107,1.09,0,0.0,0.3256,0.5174,27,59.19,1.5579,32.1201
2,589090821.77,368,83,47,1,1,67.15,469121559.32,0.8432,0.519,17,0.3703,0.2896,0.5273,8,79.63,8.3936,102.0116
0,1736469.57,106,8,14,1,0,70.52,1349061.04,0.9077,1.163,4,0.2875,0.4092,0.4216,2,77.69,35.2589,17.0717
1,18290003.88,392,35,54,1,1,56.21,9916321.29,1.0368,1.0443,3,0.0601,0.2805,0.5992,7,54.22,8.0301,22.9487
0,18543509.35,43,7,5,1,1,91.56,19166216.17,0.8859,1.0232,2,0.3188,0.5382,0.4201,1,103.36,91.5632,30.0693
2,28680061.86,2090,20,210,0,1,48.1,22496771.23,0.6131,0.8549,25,0.1168,0.2393,0.6268,33,78.44,1.4574,61.0666
1,34199505.89,910,11,92,0,1,88.17,30155662.84,0.9999,1.0009,0,0.0,0.2131,0.4959,26,88.18,3.3912,4.655
2,960289760.2,677,61,87,0,1,76.3,651895742.81,1.124,0.8289,32,0.3646,0.2991,0.5062,17,67.89,4.4884,43.3166
0,15268680.71,87,11,12,2,0,68.48,10500323.61,0.9958,0.8766,5,0.3914,0.3329,0.2766,1,68.77,68.4794,28.4517
1,19998842.62,104,40,18,0,1,60.05,13272224.1,0.9049,0.6655,7,0.3982,0.2467,0.5824,2,66.36,30.0252,57.3148
0,10139085.11,143,6,16,1,0,57.64,6411307.64,0.9116,1.0363,5,0.3003,0.4227,0.4633,2,63.23,28.8209,26.0465
1,100449300.41,469,11,59,1,1,83.87,65450020.88,1.2873,1.1234,4,0.0619,0.12,0.3061,13,65.16,6.4519,1.8387
0,49348718.79,1119,32,110,0,1,72.14,36704050.11,0.9699,1.0645,0,0.0,0.3854,0.4266,26,74.38,2.7746,3.4298
2,559698951.19,883,86,114,0,1,27.81,161683010.62,0.9626,0.5328,10,0.0875,0.2151,0.5606,8,28.89,3.4757,50.5014
2,183631749.67,255,70,30,2,1,60.72,123528274.14,0.9026,0.8184,10,0.3192,0.2438,0.5885,5,67.27,12.1431,68.1343
2,222412958.64,722,91,88,0,1,59.63,141987817.67,0.934,0.8576,27,0.3103,0.1901,0.515,14,63.84,4.259,66.0495
2,35459048576.0,994,500,100,0,1,84.96,72653089994.05,0.4147,0.5831,59,0.5919,0.2275,0.5317,28,204.89,3.0344,102.9705
2,244517248.54,423,66,50,0,1,91.78,301427016.44,0.7445,0.744,17,0.3385,0.1311,0.4167,12,123.27,7.6485,80.0303
2,126236579.06,1427,25,143,0,1,47.05,69448533.14,0.8552,1.1142,0,0.0,0.1501,0.72,22,55.01,2.1385,15.5609
2,58721309.35,1240,20,128,0,1,45.12,38542069.16,0.6874,0.7471,56,0.4374,0.2289,0.5312,18,65.64,2.5065,57.7351
1,197044520.16,335,27,44,0,1,71.31,138087060.91,1.0176,0.9871,16,0.3615,0.2948,0.4107,7,70.08,10.1871,34.5251
1,46237336.47,1946,15,195,0,1,88.5,61368557.31,0.6668,0.7823,48,0.2444,0.2969,0.5246,57,132.73,1.5526,64.7592
2,43793035.07,2522,20,256,0,1,65.26,63565008.71,0.4496,0.7678,65,0.255,0.1327,0.6715,54,145.15,1.2085,77.7463
1,685131614.13,3408,228,340,0,1,64.93,620976298.18,0.7164,0.863,17,0.0492,0.2902,0.4256,73,90.64,0.8895,30.1671
2,56003096.47,1237,20,121,0,1,62.44,27403935.29,1.276,1.1074,0,0.0,0.1808,0.4826,25,48.93,2.4976,-20.0
1,55328989.8,1829,18,180,0,1,86.15,49964523.19,0.954,0.9978,11,0.0595,0.2841,0.48,52,90.3,1.6567,15.6391
0,12805552.57,42,6,9,0,1,79.52,11073012.61,0.9197,1.1742,2,0.1983,0.5476,0.467,1,86.47,79.524,23.9616
1,39063966.35,1449,13,147,0,1,85.88,47021971.65,0.7134,0.9165,6,0.0404,0.3123,0.549,41,120.37,2.0946,39.2827
1,39450518.92,827,13,85,0,1,40.37,16657932.13,0.956,1.0527,0,0.0,0.1935,0.4936,11,42.22,3.6696,2.4444
1,685131614.13,3408,228,340,0,1,89.74,723236465.82,0.8501,0.86,40,0.1162,0.4102,0.7034,101,105.56,0.8885,30.1671
1,36955087.65,1929,12,195,0,1,78.67,21992679.28,1.3219,1.2392,0,0.0,0.2661,0.5441,50,59.51,1.5734,-20.0
0,1295305.67,149,7,20,2,0,81.34,1312773.98,0.8025,0.9916,3,0.1361,0.3062,0.3092,4,101.35,20.3341,37.1631
1,233375733.0,3366,77,340,0,1,81.5,205465283.7,0.9257,1.075,0,0.0,0.3247,0.5083,91,88.04,0.8956,0.3187
2,41115000.0,1447,20,142,1,1,70.96,47810926.86,0.6102,0.7763,42,0.2956,0.2629,0.5009,34,116.29,2.0871,100.4836
0,11415022.55,114,10,18,0,0,89.62,9968574.33,1.0262,0.8683,2,0.1183,0.2712,0.5041,3,87.33,29.8725,13.6895
2,421932935.7,519,101,61,2,1,39.64,139850170.12,1.1959,0.6476,30,0.4918,0.3958,0.5006,6,33.15,6.6064,53.0162
0,26740904.85,107,10,16,1,0,36.98,7923464.03,1.2481,1.1346,3,0.1902,0.3954,0.4146,1,29.63,36.9819,-20.0
1,190277724.2,461,52,58,1,1,45.2,78354097.06,1.0975,0.9348,1,0.0237,0.2035,0.5228,6,41.18,7.5325,30.4828
1,33617472.1,3380,11,341,0,1,38.24,18615703.33,0.6906,0.9292,39,0.1138,0.3183,0.4663,43,55.38,0.8893,18.3769
1,43615262.5,924,14,92,0,1,67.71,39359444.89,0.7503,0.9409,12,0.1317,0.3129,0.5092,20,90.24,3.3853,41.1705
2,40235169.13,565,20,54,1,1,47.16,14469188.31,1.3115,0.8643,7,0.1312,0.2006,0.5555,8,35.96,5.8954,-20.0
2,28170809.32,970,20,101,0,1,50.23,19939114.03,0.7096,0.89,17,0.1722,0.2905,0.4042,16,70.78,3.1391,57.9041
2,91601317.38,3105,20,308,0,1,77.98,164259581.45,0.4348,0.4369,200,0.65,0.2972,0.5473,80,179.32,0.9747,156.7785
0,3624784.52,41,11,5,0,1,51.21,1836597.0,1.0107,1.2418,2,0.4558,0.3877,0.4132,1,50.67,51.2122,17.2136
1,63309242.49,1260,21,124,0,1,32.07,22650419.88,0.8965,0.8526,36,0.2891,0.4494,0.5313,13,35.78,2.4671,4.8505
2,68738271.82,1564,20,159,0,1,38.95,36376196.29,0.7361,0.7541,57,0.3554,0.29,0.5856,20,52.92,1.9477,32.0928
2,238752888.06,1348,47,138,0,1,86.76,314037267.35,0.6596,0.8973,31,0.2223,0.3577,0.642,38,131.53,2.2833,46.9037
1,1936534993.61,2565,500,260,0,1,71.72,2068223292.11,0.6716,0.9105,15,0.0588,0.3527,0.4965,61,106.8,1.1758,37.6651
1,14287910.69,547,55,66,2,1,68.95,9094453.43,1.0833,0.5813,10,0.1448,0.2964,0.4459,12,63.65,5.7459,39.4375
1,155796264.6,130,22,20,2,1,29.74,34283860.77,1.3517,0.5353,12,0.5907,0.2659,0.5129,1,22.01,29.7439,44.8101
2,64903013.4,2291,20,228,0,1,40.18,28531606.83,0.9139,1.102,0,0.0,0.1962,0.5737,30,43.96,1.3392,20.7951
0,1125831.02,43,6,10,0,0,28.23,565558.22,0.562,1.1154,1,0.1221,0.4103,0.4755,1,50.23,28.2302,85.5028
2,34024864.94,332,20,31,0,1,34.83,14083160.53,0.8414,0.8887,2,0.0574,0.2841,0.4934,3,41.39,11.6094,30.6774
2,30580165.9,1317,20,134,0,1,32.02,6868912.48,1.4256,1.0729,0,0.0,0.1627,0.5801,14,22.46,2.2872,-20.0
2,28423371.0,1855,20,189,1,1,47.28,16474691.55,0.8157,0.8788,9,0.0499,0.2356,0.5321,29,57.96,1.6303,30.6183
0,53799517.0,1073,35,106,0,1,78.19,75230305.86,0.5592,0.7587,40,0.3743,0.3248,0.3734,27,139.83,2.8959,66.0581
2,52816501.61,2860,20,289,1,1,25.58,22716946.13,0.5948,0.7386,132,0.4566,0.2872,0.566,24,43.01,1.0659,131.3488
2,319807208.32,293,113,34,0,1,65.06,201882174.66,1.0307,1.0115,4,0.1236,0.1253,0.5235,6,63.13,10.8437,49.27
1,548859111.59,957,182,97,0,1,31.37,327485046.73,0.5258,0.6952,39,0.3981,0.227,0.453,10,59.67,3.1371,67.9936
2,743980946.55,548,60,71,1,1,57.92,455562771.12,0.946,0.6895,46,0.65,0.1514,0.4894,10,61.23,5.7924,76.6705
2,28567647.7,869,20,86,0,1,81.63,41000455.16,0.5688,0.7654,32,0.3714,0.3204,0.4906,23,143.52,3.5491,70.3967
1,78252945.34,201,34,24,1,1,48.46,32413967.56,1.17,0.4,12,0.4863,0.3753,0.2729,3,41.42,16.1544,54.2336
1,138795977.92,101,35,15,1,1,44.69,139648826.31,0.4441,0.589,3,0.2047,0.2225,0.6488,1,100.61,44.686,175.6098
2,582116936.54,427,83,54,1,1,75.97,1105621244.36,0.4,0.6739,9,0.1719,0.2995,0.4623,10,189.93,7.5972,200.0
1,64765013.17,1535,21,154,0,1,65.34,57809718.29,0.732,0.8876,26,0.1709,0.3277,0.4593,33,89.26,1.98,29.8486
2,183475269.45,204,76,30,1,1,25.54,72261639.93,0.6485,0.9487,2,0.0689,0.2174,0.4996,1,39.38,25.5429,95.127
1,40201179.74,1458,13,145,0,1,34.87,32359545.31,0.4332,0.8573,24,0.1656,0.2921,0.5389,16,80.49,2.1796,63.6748
1,168442787.89,291,30,34,1,1,73.61,97711436.8,1.269,1.0668,3,0.0861,0.2677,0.4904,7,58.01,10.5158,7.5409
1,76456169.82,257,33,33,1,1,54.9,84658498.45,0.4958,0.5654,10,0.2889,0.2229,0.5244,4,110.73,13.7244,150.3786
1,34969904.13,861,11,87,0,1,78.79,27743069.38,0.9932,1.005,4,0.0432,0.3039,0.6027,22,79.33,3.5816,-6.938
2,34126688.76,833,20,87,0,1,59.74,51188958.92,0.3983,0.7049,38,0.4359,0.2955,0.5252,16,150.0,3.7339,112.8235
1,69598911.91,1920,23,196,0,1,78.09,71827304.12,0.7567,0.9171,28,0.1403,0.2991,0.5682,49,103.2,1.5937,28.1048
0,27746490.13,30,14,8,0,0,71.31,16245439.15,1.218,0.8174,2,0.302,0.2544,0.5621,1,58.55,71.3134,-13.0273
1,28996199.62,724,10,71,0,1,31.78,7585557.59,1.2148,0.9429,0,0.0,0.2598,0.4751,7,26.16,4.5401,-19.1689
1,51078291.64,1364,17,137,0,1,74.57,36467675.83,1.0445,0.992,0,0.0,0.336,0.4955,33,71.4,2.2597,-0.2361
1,95028660.82,438,24,52,1,1,89.35,85523698.38,0.9928,1.098,14,0.2689,0.3225,0.527,13,90.0,6.8727,18.9711
1,41839832.98,1544,13,152,1,1,77.53,37962454.42,0.8545,0.9194,12,0.08,0.3135,0.4204,39,90.73,1.9879,29.7418
2,37573800.11,1519,20,153,0,1,87.58,80297128.94,0.4098,0.5208,99,0.6482,0.2809,0.4543,44,213.71,1.9905,148.0773
